Basin,index,method,PBIAS,CC,RMSE,ME,ME1,MAE,MAPE
2181900,P,Pre,10.466427153104629,0.979706853279564,15.999376957387891,10.359943483441807,48.830363825330004,12.950827814718645,16.878439170298712
2181900,P,MSD,8.308043221198696,0.9751121198652484,16.07665947962122,8.281196524607276,49.420627787870266,12.480228084926093,15.291413182339678
2181900,P,CKF,7.851330852116687,0.9691550579382817,16.91982900068344,7.825959980587302,49.390486220954315,13.0175206558659,16.05516567914649
2181900,P,MCL,8.246122664984384,0.9742987432520761,16.05361398614087,8.219476059117243,49.39817218861011,12.46494638669944,15.4617555709104
2181900,P,P,10.466427153104629,0.980634486419745,15.333594359291796,10.359943483441809,48.78578523042897,12.194074553249719,16.23576037817571
2181900,P,PR,6.828477914174451,0.9696246509135932,16.64757760569313,6.806412300183027,49.420006883823255,12.625819834170276,15.287299215159829
2181900,E,MSD,7.985297467442486,0.9685486434476303,10.122904714115524,4.488375398109866,28.258750414776614,7.786723296953831,15.903874593722033
2181900,E,ET,-6.661338147750939e-16,0.9949423964810448,8.281625940813287,2.220446049250313e-16,28.70435681241588,6.542146908759181,12.385649017444207
2181900,E,CKF,9.480505827557266,0.9347967370063133,12.264961569011353,5.328802000368527,28.151389868790194,8.09284693126341,15.321566795814789
2181900,E,MCL,8.491714032146225,0.9622750345535233,10.126780004216203,4.773021982595787,28.21317271313885,7.7869699826971095,16.88438041606002
2181900,E,PR,6.161302771693763,0.9844206821367625,8.484126725856122,3.4631445971208707,28.285616001836054,6.53665796623774,12.977401868291002
2181900,S,TWSC,2.930988785010413e-14,0.9844630451060563,3.6792665389291743,1.2836953722228372e-16,17.021573732067107,2.655358642874961,46.197292220985126
2181900,S,MSD,570.1998620409056,0.9446736625767734,7.874214625461507,3.5416219894187178,17.043138416430555,6.004373333736213,83.92987405909028
2181900,S,CKF,293.14805793094195,0.950972677614088,6.691909672395454,1.8207994726753107,16.854384211714077,3.828654875404426,59.80505572832508
2181900,S,MCL,310.77861416937503,0.9667539850421626,5.654224103530841,1.9303062786507197,16.880117683169264,4.2972436018302345,63.54175333264399
2181900,S,PR,124.73110501461765,0.9817938098727431,4.103776541581809,0.7747290970978425,16.9116022226373,3.040024220492019,47.4448613274968
4127800,P,Pre,5.881252437852158,0.9704922619672025,8.354875004686622,4.174536256978138,20.923556085873187,6.919773873708124,10.833720344318943
4127800,P,MSD,5.292017710621686,0.9540972782049633,9.293720513783718,3.7947967672695015,21.09067677776246,7.056660171384626,10.38242095447618
4127800,P,CKF,5.0947534257946,0.9465990747955016,9.481889386482957,3.6537103911105526,20.96691730238389,7.385664492332421,11.273287203509906
4127800,P,MCL,5.485454484791082,0.960917694068474,8.801937553410264,3.93390226690299,21.06654403441137,7.05037216294035,10.440398870525685
4127800,P,P,5.881252437852158,0.9740594317239784,7.233564812913671,4.174536256978137,20.579114930560213,5.900327655480762,9.063823557906929
4127800,P,PR,6.681941408514203,0.9367156162587571,11.181388269626003,4.791964736403808,21.252650870770516,8.686671366148692,12.454016145548277
4127800,E,MSD,-0.031016726862038647,0.9656691522712156,11.227047602765932,-0.015360303238070439,31.734444664345443,7.567652398645341,24.411730520116933
4127800,E,ET,0.0,0.995559454340133,9.385628885749556,-4.440892098500626e-16,31.8204868261623,7.689768629221751,20.038459496607878
4127800,E,CKF,-1.3131957537099495,0.9661983671128285,10.628874079316702,-0.6663304766571143,31.59381733694435,7.429912311299484,21.284894498094975
4127800,E,MCL,-0.025841566318144472,0.9798259691964306,9.133555097978189,-0.013112304965721754,31.661384059149306,7.08622612661978,24.201359784359994
4127800,E,PR,0.17294691413779958,0.9894628871442492,7.999583508289669,0.08775523329880527,31.78362281667547,6.205975051976378,17.419567662493314
