Unnamed: 0,Pre_GPCC,Pre_GPCP,Pre_Gsmap,Pre_IMERG,Pre_PERSIANN_CDR,ET_FLUXCOM,ET_GLDAS,ET_GLEAM,ET_PT-JPL,GRDC,TWSC_GRACE_CSR_calculate,TWSC_GRACE_GFZ_calculate,TWSC_GRACE_JPL_calculate,TWSC_GRACE_Mascon_JPL_calculate,SM_GLDAS,SWE_GLDAS
201105,68.36886921,76.54887172,62.2714983,73.95916968,75.97056476,109.9534079,110.4663232,82.03163317,79.93439322,,-37.01940752249244,-28.771606370107726,-31.861838202741,-32.099802090337306,566.703423,0.214011793
201106,93.90625,96.21795654,83.67322721,100.2074696,103.0755492,125.6406468,125.3392371,87.46204445,98.21892221,,-36.17352267109955,-33.05936162853667,-37.09538033402689,-33.11856536206093,514.9331574,0.01354005
201107,107.9256003,121.4662999,101.2846262,117.0208402,118.5303346,129.7670613,121.4542958,89.44603627,99.02322768,,-19.41230366519019,-22.753759845831723,-27.99251222499442,-23.456470953344244,480.5705892,0.01773051
201108,44.51327806,46.24691336,41.42676799,47.44201766,46.59527205,110.2773111,95.39873552,79.84069525,88.99005063,,-36.28722198381142,-40.3411882333742,-40.45465070097474,-46.430124992492466,464.0356352,0.012751905
201109,33.18959149,33.01998247,30.5719912,36.0050558,36.07691161,63.26591878,48.45428517,48.84462279,44.61914087,,-33.080917475626336,-35.6393395438494,-33.98950777389443,-43.40446819660579,423.5440225,0.043517004
201110,49.36944397,55.68084717,45.36825093,55.21725554,58.49969133,32.16577624,22.80061627,28.35639475,16.56175386,,-0.5516839330046537,0.5014693978513094,1.5926448833685072,-4.628135764518092,429.036061,0.608272209
201111,4.016008174,5.796229226,1.366409206,5.143140047,7.512081967,12.92120038,6.356735354,9.721269904,4.473832629,,19.680006694612572,36.32721240137772,32.16649178602181,28.624246514319736,440.9093154,0.568510965
201112,61.71148565,82.76402065,48.36555679,78.75898048,80.93434946,7.603423817,7.548590637,14.57284305,2.330362125,,35.05255587406495,33.90468090735606,34.887432878678524,35.227296586633436,468.7530654,7.585868316
201201,67.36062032,100.7610648,55.73322502,91.45520045,94.97996849,9.437013079,12.12867475,14.07514609,2.194362402,,42.0562059344483,28.37644086248479,40.48325969914639,47.52068801070901,514.0722071,24.74681752
201202,46.20663743,68.49055699,34.6049516,62.65626028,66.50914829,15.03686727,10.87559671,12.72262432,3.706803668,,26.652901868557493,21.538208721486935,21.292999483382665,23.737140616131637,533.7780995,62.58828444
201203,14.87378129,17.94472068,9.51606117,18.88717163,19.4963319,36.11285145,33.72133643,36.62618678,22.37287308,,-14.902303421925161,-6.009550652108111,-14.343098778390843,-15.165475029462197,573.4499745,23.77419587
201204,65.99738164,73.82948521,55.61695185,75.20711994,79.85614995,70.71230306,65.63505833,60.83445802,42.71704268,,-20.51828518767357,-12.844875584527346,-15.081228993405176,-13.373742062589788,580.4542319,1.953740673
201205,100.1324506,107.3518241,86.85877345,108.7889245,108.769659,110.0089768,103.0584022,76.58107331,77.16043292,,-7.107549426095485,-10.725261681709084,-11.176068120353557,-10.888929829648639,557.1126958,0.28867153
201206,73.63324889,76.90837751,67.52742816,79.15713091,81.4803836,130.9437456,130.1137389,90.64270053,107.2709442,,-34.2392345273171,-40.87106370418484,-36.799341268027476,-46.808853627618234,532.9822463,0.015691534
201207,75.2958532,76.48759242,68.33525282,80.37232642,80.21228393,127.5565155,120.0741549,88.76939288,97.41827189,,-60.7726465450158,-67.1722902953754,-62.17762810441712,-67.22563120697683,455.9360525,0.012685214
201208,43.51803581,41.74329485,38.82600842,46.62252866,46.37065736,100.8945204,77.98089982,66.6655952,71.19463457,,-38.781178337869164,-25.87274236024882,-33.18879223348458,-35.62953667476515,415.3235695,0.012816454
201209,52.08241442,52.45908465,47.95952616,56.52920369,58.38320632,61.23294416,44.92942673,41.91445632,36.66870176,,7.590364518522819,13.739330740106737,10.324689281796992,7.435800113899745,406.2437415,0.027489158
201210,67.88394074,77.23020717,61.73968959,76.48731765,81.15896415,32.57821749,24.58011272,29.36491506,18.15573898,,31.88593840697466,20.76839857851445,27.35819611869489,30.618971694636315,431.1987398,0.623205284
201211,46.91183264,52.47967965,40.36031247,55.36916612,50.6098859,13.99842499,9.938184525,16.08757663,6.339976805,,35.43797198635558,30.343133839449578,34.286348740218344,40.30558348529945,474.411359,2.031177988
