year,month,P2,E1,R1,S1,S2,S3,S4,E2,E3,P3,P5,PR_2111_P,PR_2111_E,PR_2111_R,PR_2111_S,PR_2112_P,PR_2112_E,PR_2112_R,PR_2112_S,PR_2113_P,PR_2113_E,PR_2113_R,PR_2113_S,PR_2114_P,PR_2114_E,PR_2114_R,PR_2114_S,PR_2211_P,PR_2211_E,PR_2211_R,PR_2211_S,PR_2212_P,PR_2212_E,PR_2212_R,PR_2212_S,PR_2213_P,PR_2213_E,PR_2213_R,PR_2213_S,PR_2214_P,PR_2214_E,PR_2214_R,PR_2214_S,PR_2311_P,PR_2311_E,PR_2311_R,PR_2311_S,PR_2312_P,PR_2312_E,PR_2312_R,PR_2312_S,PR_2313_P,PR_2313_E,PR_2313_R,PR_2313_S,PR_2314_P,PR_2314_E,PR_2314_R,PR_2314_S,PR_3111_P,PR_3111_E,PR_3111_R,PR_3111_S,PR_3112_P,PR_3112_E,PR_3112_R,PR_3112_S,PR_3113_P,PR_3113_E,PR_3113_R,PR_3113_S,PR_3114_P,PR_3114_E,PR_3114_R,PR_3114_S,PR_3211_P,PR_3211_E,PR_3211_R,PR_3211_S,PR_3212_P,PR_3212_E,PR_3212_R,PR_3212_S,PR_3213_P,PR_3213_E,PR_3213_R,PR_3213_S,PR_3214_P,PR_3214_E,PR_3214_R,PR_3214_S,PR_3311_P,PR_3311_E,PR_3311_R,PR_3311_S,PR_3312_P,PR_3312_E,PR_3312_R,PR_3312_S,PR_3313_P,PR_3313_E,PR_3313_R,PR_3313_S,PR_3314_P,PR_3314_E,PR_3314_R,PR_3314_S,PR_5111_P,PR_5111_E,PR_5111_R,PR_5111_S,PR_5112_P,PR_5112_E,PR_5112_R,PR_5112_S,PR_5113_P,PR_5113_E,PR_5113_R,PR_5113_S,PR_5114_P,PR_5114_E,PR_5114_R,PR_5114_S,PR_5211_P,PR_5211_E,PR_5211_R,PR_5211_S,PR_5212_P,PR_5212_E,PR_5212_R,PR_5212_S,PR_5213_P,PR_5213_E,PR_5213_R,PR_5213_S,PR_5214_P,PR_5214_E,PR_5214_R,PR_5214_S,PR_5311_P,PR_5311_E,PR_5311_R,PR_5311_S,PR_5312_P,PR_5312_E,PR_5312_R,PR_5312_S,PR_5313_P,PR_5313_E,PR_5313_R,PR_5313_S,PR_5314_P,PR_5314_E,PR_5314_R,PR_5314_S,CKF_2111_P,CKF_2111_E,CKF_2111_R,CKF_2111_S,CKF_2112_P,CKF_2112_E,CKF_2112_R,CKF_2112_S,CKF_2113_P,CKF_2113_E,CKF_2113_R,CKF_2113_S,CKF_2114_P,CKF_2114_E,CKF_2114_R,CKF_2114_S,CKF_2211_P,CKF_2211_E,CKF_2211_R,CKF_2211_S,CKF_2212_P,CKF_2212_E,CKF_2212_R,CKF_2212_S,CKF_2213_P,CKF_2213_E,CKF_2213_R,CKF_2213_S,CKF_2214_P,CKF_2214_E,CKF_2214_R,CKF_2214_S,CKF_2311_P,CKF_2311_E,CKF_2311_R,CKF_2311_S,CKF_2312_P,CKF_2312_E,CKF_2312_R,CKF_2312_S,CKF_2313_P,CKF_2313_E,CKF_2313_R,CKF_2313_S,CKF_2314_P,CKF_2314_E,CKF_2314_R,CKF_2314_S,CKF_3111_P,CKF_3111_E,CKF_3111_R,CKF_3111_S,CKF_3112_P,CKF_3112_E,CKF_3112_R,CKF_3112_S,CKF_3113_P,CKF_3113_E,CKF_3113_R,CKF_3113_S,CKF_3114_P,CKF_3114_E,CKF_3114_R,CKF_3114_S,CKF_3211_P,CKF_3211_E,CKF_3211_R,CKF_3211_S,CKF_3212_P,CKF_3212_E,CKF_3212_R,CKF_3212_S,CKF_3213_P,CKF_3213_E,CKF_3213_R,CKF_3213_S,CKF_3214_P,CKF_3214_E,CKF_3214_R,CKF_3214_S,CKF_3311_P,CKF_3311_E,CKF_3311_R,CKF_3311_S,CKF_3312_P,CKF_3312_E,CKF_3312_R,CKF_3312_S,CKF_3313_P,CKF_3313_E,CKF_3313_R,CKF_3313_S,CKF_3314_P,CKF_3314_E,CKF_3314_R,CKF_3314_S,CKF_5111_P,CKF_5111_E,CKF_5111_R,CKF_5111_S,CKF_5112_P,CKF_5112_E,CKF_5112_R,CKF_5112_S,CKF_5113_P,CKF_5113_E,CKF_5113_R,CKF_5113_S,CKF_5114_P,CKF_5114_E,CKF_5114_R,CKF_5114_S,CKF_5211_P,CKF_5211_E,CKF_5211_R,CKF_5211_S,CKF_5212_P,CKF_5212_E,CKF_5212_R,CKF_5212_S,CKF_5213_P,CKF_5213_E,CKF_5213_R,CKF_5213_S,CKF_5214_P,CKF_5214_E,CKF_5214_R,CKF_5214_S,CKF_5311_P,CKF_5311_E,CKF_5311_R,CKF_5311_S,CKF_5312_P,CKF_5312_E,CKF_5312_R,CKF_5312_S,CKF_5313_P,CKF_5313_E,CKF_5313_R,CKF_5313_S,CKF_5314_P,CKF_5314_E,CKF_5314_R,CKF_5314_S,MCL_2111_P,MCL_2111_E,MCL_2111_R,MCL_2111_S,MCL_2112_P,MCL_2112_E,MCL_2112_R,MCL_2112_S,MCL_2113_P,MCL_2113_E,MCL_2113_R,MCL_2113_S,MCL_2114_P,MCL_2114_E,MCL_2114_R,MCL_2114_S,MCL_2211_P,MCL_2211_E,MCL_2211_R,MCL_2211_S,MCL_2212_P,MCL_2212_E,MCL_2212_R,MCL_2212_S,MCL_2213_P,MCL_2213_E,MCL_2213_R,MCL_2213_S,MCL_2214_P,MCL_2214_E,MCL_2214_R,MCL_2214_S,MCL_2311_P,MCL_2311_E,MCL_2311_R,MCL_2311_S,MCL_2312_P,MCL_2312_E,MCL_2312_R,MCL_2312_S,MCL_2313_P,MCL_2313_E,MCL_2313_R,MCL_2313_S,MCL_2314_P,MCL_2314_E,MCL_2314_R,MCL_2314_S,MCL_3111_P,MCL_3111_E,MCL_3111_R,MCL_3111_S,MCL_3112_P,MCL_3112_E,MCL_3112_R,MCL_3112_S,MCL_3113_P,MCL_3113_E,MCL_3113_R,MCL_3113_S,MCL_3114_P,MCL_3114_E,MCL_3114_R,MCL_3114_S,MCL_3211_P,MCL_3211_E,MCL_3211_R,MCL_3211_S,MCL_3212_P,MCL_3212_E,MCL_3212_R,MCL_3212_S,MCL_3213_P,MCL_3213_E,MCL_3213_R,MCL_3213_S,MCL_3214_P,MCL_3214_E,MCL_3214_R,MCL_3214_S,MCL_3311_P,MCL_3311_E,MCL_3311_R,MCL_3311_S,MCL_3312_P,MCL_3312_E,MCL_3312_R,MCL_3312_S,MCL_3313_P,MCL_3313_E,MCL_3313_R,MCL_3313_S,MCL_3314_P,MCL_3314_E,MCL_3314_R,MCL_3314_S,MCL_5111_P,MCL_5111_E,MCL_5111_R,MCL_5111_S,MCL_5112_P,MCL_5112_E,MCL_5112_R,MCL_5112_S,MCL_5113_P,MCL_5113_E,MCL_5113_R,MCL_5113_S,MCL_5114_P,MCL_5114_E,MCL_5114_R,MCL_5114_S,MCL_5211_P,MCL_5211_E,MCL_5211_R,MCL_5211_S,MCL_5212_P,MCL_5212_E,MCL_5212_R,MCL_5212_S,MCL_5213_P,MCL_5213_E,MCL_5213_R,MCL_5213_S,MCL_5214_P,MCL_5214_E,MCL_5214_R,MCL_5214_S,MCL_5311_P,MCL_5311_E,MCL_5311_R,MCL_5311_S,MCL_5312_P,MCL_5312_E,MCL_5312_R,MCL_5312_S,MCL_5313_P,MCL_5313_E,MCL_5313_R,MCL_5313_S,MCL_5314_P,MCL_5314_E,MCL_5314_R,MCL_5314_S,P,E,R,S,MSD_2111_P,MSD_2111_E,MSD_2111_R,MSD_2111_S,MSD_2112_P,MSD_2112_E,MSD_2112_R,MSD_2112_S,MSD_2113_P,MSD_2113_E,MSD_2113_R,MSD_2113_S,MSD_2114_P,MSD_2114_E,MSD_2114_R,MSD_2114_S,MSD_2211_P,MSD_2211_E,MSD_2211_R,MSD_2211_S,MSD_2212_P,MSD_2212_E,MSD_2212_R,MSD_2212_S,MSD_2213_P,MSD_2213_E,MSD_2213_R,MSD_2213_S,MSD_2214_P,MSD_2214_E,MSD_2214_R,MSD_2214_S,MSD_2311_P,MSD_2311_E,MSD_2311_R,MSD_2311_S,MSD_2312_P,MSD_2312_E,MSD_2312_R,MSD_2312_S,MSD_2313_P,MSD_2313_E,MSD_2313_R,MSD_2313_S,MSD_2314_P,MSD_2314_E,MSD_2314_R,MSD_2314_S,MSD_3111_P,MSD_3111_E,MSD_3111_R,MSD_3111_S,MSD_3112_P,MSD_3112_E,MSD_3112_R,MSD_3112_S,MSD_3113_P,MSD_3113_E,MSD_3113_R,MSD_3113_S,MSD_3114_P,MSD_3114_E,MSD_3114_R,MSD_3114_S,MSD_3211_P,MSD_3211_E,MSD_3211_R,MSD_3211_S,MSD_3212_P,MSD_3212_E,MSD_3212_R,MSD_3212_S,MSD_3213_P,MSD_3213_E,MSD_3213_R,MSD_3213_S,MSD_3214_P,MSD_3214_E,MSD_3214_R,MSD_3214_S,MSD_3311_P,MSD_3311_E,MSD_3311_R,MSD_3311_S,MSD_3312_P,MSD_3312_E,MSD_3312_R,MSD_3312_S,MSD_3313_P,MSD_3313_E,MSD_3313_R,MSD_3313_S,MSD_3314_P,MSD_3314_E,MSD_3314_R,MSD_3314_S,MSD_5111_P,MSD_5111_E,MSD_5111_R,MSD_5111_S,MSD_5112_P,MSD_5112_E,MSD_5112_R,MSD_5112_S,MSD_5113_P,MSD_5113_E,MSD_5113_R,MSD_5113_S,MSD_5114_P,MSD_5114_E,MSD_5114_R,MSD_5114_S,MSD_5211_P,MSD_5211_E,MSD_5211_R,MSD_5211_S,MSD_5212_P,MSD_5212_E,MSD_5212_R,MSD_5212_S,MSD_5213_P,MSD_5213_E,MSD_5213_R,MSD_5213_S,MSD_5214_P,MSD_5214_E,MSD_5214_R,MSD_5214_S,MSD_5311_P,MSD_5311_E,MSD_5311_R,MSD_5311_S,MSD_5312_P,MSD_5312_E,MSD_5312_R,MSD_5312_S,MSD_5313_P,MSD_5313_E,MSD_5313_R,MSD_5313_S,MSD_5314_P,MSD_5314_E,MSD_5314_R,MSD_5314_S
2002,10,67.294754,10.791732000000001,4.1060376000000005,59.493404000000005,57.782417,59.911274,59.280806999999996,25.852575,9.852131,59.711025,91.237206,70.66525,10.251222,3.9003843999999996,56.513645,69.88387,10.376528,3.948061,55.55928,70.853226,10.221077000000001,3.8889150000000003,56.743233,70.56919,10.266625999999999,3.9062457000000004,56.396317,76.80734,22.198132,3.5256202000000005,51.08359,76.169655,22.443111,3.5645294,50.162014,76.960976,22.139110000000002,3.5162462999999997,51.305620000000005,76.72887,22.228279999999998,3.5304084000000002,50.970177,70.2385,9.421159,3.9264227999999997,56.890919999999994,69.44659,9.537097,3.974742,55.934753,70.42899,9.3932705,3.9148,57.120922,70.14115,9.4354105,3.9323626000000003,56.77338,66.24758,9.610363000000001,3.6565504,52.980669999999996,65.56036999999999,9.734564,3.7038064,52.122,66.412766,9.580509,3.6451917000000003,53.187059999999995,66.16315,9.625622,3.6623563999999997,52.87517,71.61655400000001,20.697939,3.287352,47.631264,71.06184,20.938112,3.3254976000000003,46.79823,71.75010999999999,20.640118,3.2781687000000006,47.83182,71.548325,20.727482000000002,3.2920442000000003,47.528797,65.87238,8.835526,3.682351,53.354504000000006,65.17537,8.950531,3.7302809,52.494564000000004,66.03989399999999,8.807887,3.670832,53.56118000000001,65.78675,8.849655,3.6882396,53.248856,81.95749,11.889357,4.5236616,65.544464,80.90828,12.013459,4.5708804,64.32394000000001,82.21045,11.859436,4.5122776,65.83873,81.8283,11.904637,4.529475700000001,65.39418,90.33579,26.107996,4.1466045,60.081192,89.45496999999999,26.357582,4.1862454,58.91114399999999,90.548386,26.047756,4.1370373,60.36359,90.22726,26.13875,4.1514893,59.937016,81.38401,10.916116,4.549471,65.91842,80.32273,11.030716,4.5972323,64.69478000000001,81.63986,10.888488,4.537955999999999,66.21341,81.25334000000001,10.930225,4.5553513,65.76776,71.33275,7.7827945000000005,4.0757904,59.47416,70.26595,8.577724,4.083781200000001,57.604445999999996,71.53086,7.635166000000001,4.074306,59.821392,71.22040600000001,7.8665075,4.0766315,59.277264,72.09325,8.552610000000001,4.0700936,59.470535,71.670456,10.076875999999999,4.073260299999999,57.520317000000006,72.16638,8.288925,4.0695457,59.80790699999999,72.05118,8.704255999999999,4.070409,59.276512,70.248245,6.684999,4.083914,59.479330000000004,69.37250999999999,7.624076,4.0904737,57.657963,70.42399999999999,6.4965266999999995,4.0825973,59.844875,70.15155,6.788685000000001,4.084638,59.27823000000001,72.673485,9.101836,4.08905,59.482597,71.06598000000001,9.311403,4.0911565,57.663419999999995,73.00865999999999,9.05814,4.0886106,59.86190799999999,72.49339,9.125314999999999,4.089286,59.27879,77.92455,14.364172,4.082168,59.478218000000005,76.77593,15.088678,4.0836735,57.603584,78.147964,14.223254999999998,4.0818753,59.842830000000006,77.80185,14.44157,4.082329,59.27795,71.260086,7.685411500000001,4.0909023,59.483776,69.74068,7.970469500000001,4.0928936,57.67731,71.58259,7.6249075,4.0904794,59.867203,71.08785999999999,7.7177234,4.091128,59.27901,75.43236,11.816065,4.116334999999999,59.499954,73.90509,11.915049,4.117329600000001,57.872715,75.84506,11.789316,4.116066,59.939682,75.22785,11.829319,4.116468,59.282066,89.87928000000001,26.278389,4.106922,59.49397,88.58746,26.683474,4.1077639999999995,57.796223,90.19827,26.178362,4.1067147,59.91319300000001,89.71718,26.329221999999998,4.107028,59.280926,74.98474,11.36797,4.1166263,59.50014,73.49898,11.506546,4.1175942,57.87483,75.387314,11.330423,4.116364,59.940525,74.785416,11.386561,4.1167564,59.2821,72.58026,9.31617,3.920919,59.343174,71.020325,9.751659,3.9755538,57.293114,72.7325,9.27367,3.9155870000000004,59.543240000000004,72.357414,9.378384,3.9287237999999998,59.050304000000004,77.29587,14.330963,3.7557602,59.20914499999999,76.11391,15.6926155,3.7971567999999998,56.624138,77.30705999999999,14.318064000000001,3.7553682,59.233630000000005,77.12401,14.52895,3.7617792999999997,58.83328,71.851326,8.540987,3.9464487999999998,59.363890000000005,70.35218,8.972363,3.9989547999999995,57.380863,72.02320999999999,8.491529,3.9404292,59.591248,71.63898499999999,8.602088,3.9538860000000002,59.083015,71.01581,8.041423,3.7609934999999997,59.213390000000004,69.053024,8.518943,3.8209016000000005,56.71318,71.03915,8.035744000000001,3.760281,59.243122,70.72564,8.112017,3.76985,58.843773,74.15369399999999,11.35281,3.6652190000000004,59.135666,72.75471999999999,12.757309,3.7079184,56.2895,74.11726999999999,11.389374,3.6663308,59.061572999999996,73.94739,11.559933000000001,3.6715160000000004,58.71594,70.23169,7.213955,3.7849262,59.23281,68.3298,7.690874000000001,3.8429756,56.795956000000004,70.27492,7.203114500000001,3.7836068,59.2882,69.95201,7.2840867,3.7934625,58.874466000000005,76.81475,12.766499000000001,4.353785,59.694458,76.00802,12.876958,4.367643,58.76341600000001,77.40059000000001,12.686283,4.343721400000001,60.370582999999996,76.73689,12.777158,4.355122,59.60461,90.11877,26.484524,4.12525,59.508995,89.11397,27.052266999999997,4.1425104,57.919185999999996,90.39078,26.33083,4.1205773,59.93937,89.99212,26.556084000000002,4.127425700000001,59.308613,76.064964,11.9933815,4.3666644,59.70491,75.29196,12.102474,4.379943,58.809540000000005,76.66086,11.909284,4.356428599999999,60.395138,75.99271999999999,12.003577,4.367905599999999,59.621230000000004,63.50288949999999,12.085351928394749,4.1060376000000005,59.31650073802135,70.66524971084418,10.251222015840167,3.900384390845466,56.51364330415854,69.88387002639095,10.376528070824243,3.948060831779348,55.55928112378735,70.8532251925866,10.221077303199785,3.8889149322319083,56.743232957154916,70.569188456883,10.266626891357403,3.906245637038115,56.39631592848748,76.8073425546021,22.198131013890887,3.525620198094855,51.08359134261636,76.16965406996167,22.44311131912839,3.564529217585745,50.16201353324753,76.96097401637677,22.139110530839723,3.516246264450789,51.30561722108625,76.72886566521316,22.228279421427885,3.5304085216922934,50.970177722092984,70.23850111666276,9.4211585913003,3.926422761881878,56.890919763480575,69.44658924352989,9.537096596134383,3.974741831849353,55.93475081554615,70.42899102766006,9.393270361597821,3.9147998835669418,57.1209207824953,70.1411520243892,9.435410757372713,3.9323625864512803,56.77337868056521,66.24758241076206,9.610362633462447,3.6565502481558867,52.980669529143725,65.56037046007765,9.734564272924896,3.7038064811326197,52.12199970602014,66.41276233523553,9.580509227383788,3.6451916258469708,53.18706148200477,66.16314917508896,9.62562247620132,3.6623563122849716,52.87517038660267,71.61655517626579,20.697938786726578,3.28735202976097,47.63126435977825,71.06183533601762,20.9381111212997,3.3254974228692777,46.79822679184865,71.7501048512097,20.640116919027722,3.278168466310377,47.831819465871604,71.54832238373983,20.72748095898433,3.2920440679844742,47.52879735677103,65.87238108680324,8.835526657588646,3.6823510235360564,53.354503405678535,65.17537336703032,8.95053073536514,3.7302808640450396,52.49456176762014,66.03989659674862,8.807887126220466,3.670831794341466,53.561177676186695,65.7867511589314,8.849655325902646,3.688239378383877,53.24885645464487,81.95748635247726,11.889357101224604,4.5236619383668195,65.54446731288584,80.90828010087124,12.013459462272976,4.570880397898004,64.32394024070027,82.21044604185003,11.859436487757833,4.512277744994557,65.83873180909765,81.82829918238986,11.90463763620089,4.529475875477262,65.39418567071172,90.33579256375216,26.107995562381152,4.146604794291097,60.081192207079916,89.4549704932648,26.357581445567117,4.186245295122863,58.91114375257482,90.54838481704874,26.047756352811664,4.137037296295768,60.3635911679413,90.22725554954788,26.13875013524688,4.1514893921525715,59.93701602214843,81.38400584786602,10.916116000461805,4.549470844821064,65.91841900258315,80.322730142428,11.030716476906612,4.597232477838356,64.69478118768302,81.6398565260609,10.88848829781148,4.5379565454391475,66.21341168281026,81.25333940809547,10.930225845977276,4.555351354958081,65.7677622071601
2002,11,48.205420000000004,1.4756901000000002,4.000026999999999,34.528557,27.263896999999996,26.938755,47.24886,15.9987,3.2665715,43.744170000000004,74.88315,43.723602,1.61289,4.371923000000001,37.738792,38.995026,1.7576436999999998,4.7642945999999995,32.473087,38.763465999999994,1.7647324,4.7835093,32.215225,50.363827,1.4096159,3.8209254999999995,45.133286,51.171837,15.014189000000002,3.7538775999999996,32.403774,47.729366,16.156696,4.03953,27.533141999999998,47.563004,16.21191,4.0533339999999995,27.297759999999997,56.15615,13.359966,3.3402855000000002,39.455902,44.772003000000005,3.4992322999999996,4.2849283,36.987846000000005,40.237835,3.8064837,4.661168,31.770184000000004,40.01621,3.8215017,4.679558,31.515152,51.16663,3.0659094,3.7543097000000003,44.346413,41.790714,1.5415889999999999,4.178653700000001,36.070477000000004,37.45022,1.6880138,4.5755550000000005,31.186653000000003,37.23659,1.6952203999999997,4.595089,30.946284999999996,47.816376,1.3383162,3.6276593,42.850403,48.54412,14.243198000000001,3.5611129999999998,30.739815000000004,45.435383,15.380168,3.8453805,26.209837,45.2846,15.435314000000002,3.8591683,25.99012,53.00736,12.610845,3.1529887000000003,37.243526,42.74746,3.3410006,4.091168,35.315292,38.595062,3.6510781999999997,4.470868599999999,30.473118,38.39112,3.6663077000000004,4.4895177,30.235297999999997,48.539436,2.9084877999999996,3.5615415999999995,42.06941,52.149246000000005,1.9236973999999998,5.214402,45.011140000000005,45.559982,2.0535490000000003,5.5663805,37.94005,45.244209999999995,2.059772,5.583248,37.60118,61.879993000000006,1.7319378,4.694616000000001,55.453430000000004,63.10425600000001,18.515247,4.629219,39.959793,57.950005000000004,19.616447,4.9045434000000006,33.429016,57.70495,19.668804,4.917634,33.118507,70.86027,16.858185,4.214917,49.787167,53.64755600000001,4.192916,5.134367,44.32027,47.265633,4.4713097,5.47527,37.319046,46.96012,4.484637,5.4915895,36.983894,63.096340000000005,3.7807386,4.629642,54.68595500000001,42.909695,4.3312454,4.0224047,34.556046,41.678688,4.995025599999999,4.0276065,32.65606,41.763690000000004,4.949191000000001,4.0272474,32.787254,49.157509999999995,0.9623079,3.996004,44.199196,50.71963,12.214725,3.9894032,34.515507,47.92276,16.424116,4.0012217,27.497422999999998,47.83437,16.557144,4.001595,27.275634999999998,51.538902,10.981697,3.9859412000000005,36.571262,43.08522,4.5084248,4.021662999999999,34.555134,41.60852,4.866585,4.027903,32.71403,41.707886,4.842484,4.027483,32.837920000000004,49.623436,2.922646,3.9940352,42.706757,40.662673999999996,2.1227902999999997,4.0050983,34.534786,36.56753,2.982751,4.0118375,29.572945,36.505764,2.995722,4.011939,29.498103999999998,47.396103000000004,0.7088015999999999,3.9940173999999997,42.693283,50.526882,12.023172,3.9888654000000003,34.514846999999996,45.586758,14.918710999999998,3.9969949999999996,26.671053000000004,45.38906,15.034586,3.9973204,26.357157,52.03399,11.139818,3.986385,36.907787,41.96931,3.4342175000000004,4.002948,34.532146000000004,37.24581,3.8803787000000005,4.010721,29.354712,37.164227000000004,3.888085,4.010855,29.265285,48.340324,2.8324387000000004,3.9924636,41.515423,42.618004,4.0445595,4.0201583,34.553284000000005,39.82861,4.2666435,4.0218987,31.540065999999996,39.90927,4.260221499999999,4.021848,31.627203,60.61671,2.6115477000000005,4.0089283,53.996235,58.24729,19.69558,4.0104065,34.541306,54.344902000000005,20.562782000000002,4.0128417,29.76928,54.287968000000006,20.575436,4.012877,29.699657000000002,70.38051999999999,16.99929,4.0028367,49.378395000000005,42.98195,4.409013,4.0199313,34.553005,40.048992,4.5140476,4.021761,31.513184000000003,40.1304,4.5111322,4.0217104,31.597559000000004,61.389164,3.7498164,4.008446,53.6309,44.343872,3.2808704,4.170422,36.892582,40.942802,4.870788,4.320498000000001,31.751516,40.98744,4.849922,4.318528700000001,31.818989000000002,49.655975,0.7975911,3.9360199999999996,44.922367,50.38329,13.284089999999999,3.9039263999999996,33.195274,47.881268,16.402744000000002,4.014330999999999,27.464192999999998,47.77803,16.531423999999998,4.018886,27.227724,53.09499399999999,9.904074000000001,3.7842696000000005,39.406653999999996,45.144207,4.606479599999999,4.1351066,36.402621999999994,41.692738,6.1172037,4.287406400000001,31.288126000000002,41.71776,6.106252,4.2863026,31.325205,50.250355,2.3714952,3.9097923999999997,43.969066999999995,41.911053,2.26887,4.0748973,35.567287,38.364204,3.8035707000000003,4.219761,30.340874,38.347415999999996,3.810836,4.220446599999999,30.316133,46.78007,0.16207325,3.8760318999999996,42.74197,47.649390000000004,11.493193,3.8405263,32.315674,45.015984,14.531394,3.9480827000000005,26.536507,44.8764,14.692431,3.9537835,26.230188000000002,50.13255,8.628336000000001,3.7391067000000002,37.76511,42.775776,3.6589053,4.0395794,35.077293,39.17823,5.1164093,4.186514,29.875307,39.140045,5.131880000000001,4.1880736,29.820093,47.419734999999996,1.7774602,3.8499062000000004,41.79237,50.413063,5.805518,4.408729599999999,40.198807,45.361134,6.699424700000001,4.493107299999999,34.168594,45.5856,6.659707000000001,4.489358,34.436527000000005,62.577774,3.6530489999999998,4.205553,54.719162,63.04984,21.581583,4.197668599999999,37.270590000000006,58.846886,23.564510000000002,4.2678666,31.014507000000002,58.86306,23.556877,4.2675962,31.038586,71.23949,17.717758,4.060884,49.460842,51.484505,7.1431437,4.390834,39.95053,46.39075,7.9870529999999995,4.47591,33.927788,46.601203999999996,7.952186,4.472395400000001,34.176617,63.501076,5.1522974999999995,4.1901317,54.158646,45.97479499999999,4.0401992493999455,4.000026999999999,34.461054233174686,,inf,-inf,38.62912995000001,,inf,-inf,,,inf,-inf,,,-inf,inf,,48.205420000000004,14.418234000000002,2.4195610000000007,31.367625000000004,48.205420000000004,16.470098000000004,4.4714250000000035,27.263896999999996,48.205420000000004,16.632669,4.633996000000002,26.938755,48.205420000000004,6.477616500000002,-5.5210564999999985,47.24886,48.205420000000004,4.8691376250000005,5.602593125,37.73368925,48.205420000000004,10.104033750000003,10.837489250000003,27.263896999999996,48.205420000000004,10.26660475,11.00006025,26.938755,48.205420000000004,0.11155225000000124,0.8450077500000006,47.24886,,inf,-inf,36.39850495,,inf,-inf,,,inf,-inf,,,-inf,inf,,43.744170000000004,13.3029215,1.3042485000000008,29.137,43.744170000000004,14.239473000000004,2.2408000000000037,27.263896999999996,43.744170000000004,14.402044000000002,2.4033710000000017,26.938755,43.744170000000004,4.246991500000002,-7.751681499999998,47.24886,43.744170000000004,3.7538251250000028,4.487280625000002,35.50306425000001,43.744170000000004,7.8734087500000065,8.606864250000006,27.263896999999996,43.744170000000004,8.035979750000005,8.769435250000004,26.938755,43.744170000000004,-2.119072749999995,-1.3856172499999957,47.24886,,inf,-inf,51.967994950000005,,inf,-inf,,,inf,-inf,,,inf,-inf,,74.88315,21.087666499999997,9.088993499999999,44.70649,74.88315,29.808963,17.810290000000002,27.263896999999996,74.88315,29.971534,17.972860999999998,26.938755,74.88315,19.8164815,7.817808499999998,47.24886,74.88315,11.538570125,12.272025625,51.072554249999996,74.88315,23.44289875,24.17635425,27.263896999999996,74.88315,23.60546975,24.33892525,26.938755,74.88315,13.45041725,14.183872749999999,47.24886
