basinID,abnormal,method,component,percentage
4243151,r1,PR,S,2.4057539682539684
4243151,r1,CKF,S,0.2976190476190476
4243151,r1,MCL,S,0.2976190476190476
4243151,r1,MSD,S,0.5480817140009965
4243151,r2,PR,P,0.0744047619047619
4243151,r2,CKF,P,0.0
4243151,r2,MCL,P,0.0
4243151,r2,MSD,P,0.18684603886397608
4243151,r2,PR,E,0.08680555555555555
4243151,r2,CKF,E,0.0496031746031746
4243151,r2,MCL,E,0.09300595238095237
4243151,r2,MSD,E,0.024912805181863475
4243151,r2,PR,R,0.06200396825396825
4243151,r2,CKF,R,0.0
4243151,r2,MCL,R,0.0
4243151,r2,MSD,R,0.0
4243151,r2,PR,S,0.0992063492063492
4243151,r2,CKF,S,0.0
4243151,r2,MCL,S,0.18601190476190474
4243151,r2,MSD,S,0.16193323368211263
5404270,r1,PR,P,0.0
5404270,r1,CKF,P,0.0
5404270,r1,MCL,P,0.0
5404270,r1,MSD,P,0.0
5404270,r1,PR,E,1.847718253968254
5404270,r1,CKF,E,3.149801587301587
5404270,r1,MCL,E,3.459821428571429
5404270,r1,MSD,E,2.852516193323368
5404270,r1,PR,R,6.894841269841271
5404270,r1,CKF,R,4.278273809523809
5404270,r1,MCL,R,4.935515873015873
5404270,r1,MSD,R,3.014449427005481
5404270,r1,PR,S,18.328373015873016
5404270,r1,CKF,S,19.39484126984127
5404270,r1,MCL,S,26.078869047619047
5404270,r1,MSD,S,23.44294967613353
5404270,r2,PR,P,3.0009920634920637
5404270,r2,CKF,P,2.380952380952381
5404270,r2,MCL,P,5.158730158730158
5404270,r2,MSD,P,2.678126557050324
5404270,r2,PR,E,6.11359126984127
5404270,r2,CKF,E,3.5094246031746033
5404270,r2,MCL,E,6.634424603174603
5404270,r2,MSD,E,4.160438465371201
5404270,r2,PR,R,54.092261904761905
5404270,r2,CKF,R,44.729662698412696
5404270,r2,MCL,R,56.59722222222222
5404270,r2,MSD,R,52.22969606377678
5404270,r2,PR,S,26.773313492063494
5404270,r2,CKF,S,31.187996031746028
5404270,r2,MCL,S,37.636408730158735
5404270,r2,MSD,S,33.12157448928749
6226800,r1,PR,P,0.0
6226800,r1,CKF,P,0.0
6226800,r1,MCL,P,0.0
6226800,r1,MSD,P,0.0
6226800,r1,PR,E,8.22172619047619
6226800,r1,CKF,E,8.903769841269842
6226800,r1,MCL,E,12.3015873015873
6226800,r1,MSD,E,11.484803188839063
6226800,r1,PR,R,4.4146825396825395
6226800,r1,CKF,R,2.4057539682539684
6226800,r1,MCL,R,1.9469246031746033
6226800,r1,MSD,R,0.7972097658196312
6226800,r1,PR,S,9.771825396825397
6226800,r1,CKF,S,9.895833333333332
6226800,r1,MCL,S,17.658730158730158
6226800,r1,MSD,S,17.75037369207773
6226800,r2,PR,P,2.430555555555556
6226800,r2,CKF,P,1.8353174603174605
6226800,r2,MCL,P,2.914186507936508
6226800,r2,MSD,P,2.3667164922770305
6226800,r2,PR,E,3.546626984126984
6226800,r2,CKF,E,0.6944444444444444
6226800,r2,MCL,E,1.2028769841269842
6226800,r2,MSD,E,0.7224713502740409
6226800,r2,PR,R,28.199404761904763
6226800,r2,CKF,R,18.81200396825397
6226800,r2,MCL,R,25.02480158730159
6226800,r2,MSD,R,12.45640259093174
6226800,r2,PR,S,13.901289682539684
6226800,r2,CKF,S,16.36904761904762
6226800,r2,MCL,S,26.686507936507937
6226800,r2,MSD,S,26.681614349775785
6340110,r1,PR,P,0.0
6340110,r1,CKF,P,0.0
6340110,r1,MCL,P,0.0
6340110,r1,MSD,P,0.0
6340110,r1,PR,E,5.33234126984127
6340110,r1,CKF,E,5.56795634920635
6340110,r1,MCL,E,6.572420634920635
6340110,r1,MSD,E,5.555555555555555
6340110,r1,PR,R,3.869047619047619
6340110,r1,CKF,R,2.666170634920635
6340110,r1,MCL,R,2.380952380952381
6340110,r1,MSD,R,3.0642750373692076
6340110,r1,PR,S,8.829365079365079
6340110,r1,CKF,S,9.399801587301587
6340110,r1,MCL,S,14.657738095238097
6340110,r1,MSD,S,11.447433981066268
6340110,r2,PR,P,4.402281746031746
6340110,r2,CKF,P,3.273809523809524
6340110,r2,MCL,P,6.79563492063492
6340110,r2,MSD,P,3.350772296960638
6340110,r2,PR,E,2.4429563492063493
6340110,r2,CKF,E,1.1532738095238095
6340110,r2,MCL,E,2.7529761904761902
6340110,r2,MSD,E,1.2580966616841056
6340110,r2,PR,R,39.59573412698413
6340110,r2,CKF,R,29.885912698412696
6340110,r2,MCL,R,34.74702380952381
6340110,r2,MSD,R,32.56103637269557
6340110,r2,PR,S,22.61904761904762
6340110,r2,CKF,S,23.921130952380953
6340110,r2,MCL,S,31.746031746031743
6340110,r2,MSD,S,28.089187842551073
6435060,r1,PR,P,0.0
6435060,r1,CKF,P,0.0
6435060,r1,MCL,P,0.0
6435060,r1,MSD,P,0.0
6435060,r1,PR,E,6.312003968253968
6435060,r1,CKF,E,6.374007936507936
6435060,r1,MCL,E,7.3846726190476195
6435060,r1,MSD,E,6.726457399103139
6435060,r1,PR,R,1.2896825396825395
6435060,r1,CKF,R,0.5704365079365079
6435060,r1,MCL,R,0.26041666666666663
6435060,r1,MSD,R,0.7972097658196312
6435060,r1,PR,S,8.45734126984127
6435060,r1,CKF,S,8.916170634920634
6435060,r1,MCL,S,10.732886904761903
6435060,r1,MSD,S,9.52914798206278
6435060,r2,PR,P,4.389880952380952
6435060,r2,CKF,P,2.5297619047619047
6435060,r2,MCL,P,4.947916666666666
6435060,r2,MSD,P,3.2511210762331837
6435060,r2,PR,E,2.3313492063492065
6435060,r2,CKF,E,1.1408730158730158
6435060,r2,MCL,E,3.8876488095238098
6435060,r2,MSD,E,1.14598903836572
6435060,r2,PR,R,38.25644841269841
6435060,r2,CKF,R,31.312003968253972
6435060,r2,MCL,R,35.695684523809526
6435060,r2,MSD,R,35.92426507224714
6435060,r2,PR,S,20.052083333333336
6435060,r2,CKF,S,22.2718253968254
6435060,r2,MCL,S,25.465029761904763
6435060,r2,MSD,S,23.916292974588938
6457010,r1,PR,P,0.0
6457010,r1,CKF,P,0.0
6457010,r1,MCL,P,0.0
6457010,r1,MSD,P,0.0
6457010,r1,PR,E,7.167658730158729
6457010,r1,CKF,E,7.750496031746032
6457010,r1,MCL,E,8.903769841269842
6457010,r1,MSD,E,8.831589436970603
6457010,r1,PR,R,5.257936507936508
6457010,r1,CKF,R,2.4429563492063493
6457010,r1,MCL,R,1.9965277777777777
6457010,r1,MSD,R,1.345291479820628
6457010,r1,PR,S,10.453869047619047
6457010,r1,CKF,S,11.086309523809524
6457010,r1,MCL,S,13.256448412698413
6457010,r1,MSD,S,14.449427005480816
6457010,r2,PR,P,6.510416666666667
6457010,r2,CKF,P,4.278273809523809
6457010,r2,MCL,P,7.366071428571429
6457010,r2,MSD,P,6.352765321375187
6457010,r2,PR,E,3.2242063492063497
6457010,r2,CKF,E,1.5625
6457010,r2,MCL,E,3.695436507936508
6457010,r2,MSD,E,1.1584454409566518
6457010,r2,PR,R,38.058035714285715
6457010,r2,CKF,R,22.68105158730159
6457010,r2,MCL,R,34.28819444444444
6457010,r2,MSD,R,22.882411559541605
6457010,r2,PR,S,19.308035714285715
6457010,r2,CKF,S,20.48611111111111
6457010,r2,MCL,S,27.31894841269841
6457010,r2,MSD,S,31.439960139511708
6590700,r1,PR,P,0.0
6590700,r1,CKF,P,0.0
6590700,r1,MCL,P,0.0
6590700,r1,MSD,P,0.0
6590700,r1,PR,E,3.9558531746031744
6590700,r1,CKF,E,3.881448412698413
6590700,r1,MCL,E,4.78670634920635
6590700,r1,MSD,E,4.309915296462382
6590700,r1,PR,R,8.978174603174603
6590700,r1,CKF,R,6.919642857142858
6590700,r1,MCL,R,7.762896825396826
6590700,r1,MSD,R,6.975585450921774
6590700,r1,PR,S,10.305059523809524
6590700,r1,CKF,S,11.259920634920634
6590700,r1,MCL,S,11.631944444444445
6590700,r1,MSD,S,13.166417538614846
6590700,r2,PR,P,1.6245039682539684
6590700,r2,CKF,P,0.7936507936507936
6590700,r2,MCL,P,1.6121031746031749
6590700,r2,MSD,P,1.0712506228201295
6590700,r2,PR,E,2.9389880952380953
6590700,r2,CKF,E,2.3561507936507935
6590700,r2,MCL,E,5.208333333333334
6590700,r2,MSD,E,1.7314399601395116
6590700,r2,PR,R,44.58085317460318
6590700,r2,CKF,R,33.5813492063492
6590700,r2,MCL,R,39.78174603174603
6590700,r2,MSD,R,36.908320876930745
6590700,r2,PR,S,31.498015873015873
6590700,r2,CKF,S,28.893849206349202
6590700,r2,MCL,S,32.0436507936508
6590700,r2,MSD,S,35.98654708520179
