Basin,index,method,PBIAS,CC,RMSE,ME,ME1,MAE,MAPE
2181900,P,P,10.466427153104629,0.980634486419745,15.333594359291796,10.359943483441809,48.78578523042897,12.194074553249719,16.23576037817571
2181900,P,PR,5.312589938030387,0.969636914558879,15.890854507404061,5.295422780086744,49.43752716322395,11.009475051137276,13.829651522931249
2181900,P,MSD,5.863253784847904,0.970731712952684,15.949601534376473,5.844307206067638,49.435559812815924,11.447892576565323,14.231904831268668
2181900,P,Pre,10.466427153104629,0.979706853279564,15.999376957387891,10.359943483441807,48.830363825330004,12.950827814718645,16.878439170298712
2181900,P,MCL,5.989217503228877,0.9714025431841844,15.859683543622845,5.969863883989279,49.427864426626954,11.371491517843,14.399428591502232
2181900,P,CKF,5.386417946580736,0.9675084746492887,16.811652460426977,5.36901222004847,49.45105076132607,12.091765911182653,15.255348804944628
2181900,E,PR,9.435834437797075,0.8348747206221475,19.412924517026504,5.33736446240069,25.5666313719161,14.184796970517226,29.09110303839252
2181900,E,MSD,12.066007483006405,0.8809353641553279,17.288442673878876,6.8251175841841505,25.502662956771008,13.095221100301808,29.09087597250367
2181900,E,MCL,9.947825054719745,0.8630894908877138,17.998526929678796,5.626971125368342,25.484653348211584,13.507699629196342,29.56807068230662
2181900,E,ET,0.6308610486669401,0.7609067134409369,23.582507879995262,0.3568455300974803,26.208607923905667,17.570255930971065,43.69180909466008
2181900,E,CKF,5.995554580762724,0.81355023110935,21.59077245278253,3.3913757349919735,25.824130675330174,15.612175334532512,37.218100225585225
2181900,S,PR,84.4746157150557,0.9796838136588983,4.282588805583113,0.4074890599847694,17.068609750212804,2.9208412120644107,45.90096639142233
2181900,S,MSD,-243.59789856980154,0.9718704671629681,5.305347717389472,-1.1750687216773232,17.231261683602842,3.234346366855924,50.46189209488996
2181900,S,TWSC,-27.464207729791617,0.9827403425725287,3.8947084791787616,-0.09380642954811413,17.115380161615224,2.733123912610081,46.39269985813242
2181900,S,MCL,-61.753092932323476,0.9754494896934209,4.841464483183328,-0.2978848684559299,17.140417082389227,3.1558397260120166,48.66216258899739
2181900,S,CKF,38.66880733559325,0.9334647017487464,7.6951370563366535,0.18653077990983621,17.14363064754049,4.210668674542411,72.79627967882648
4127800,P,P,5.881252437852158,0.9740594317239784,7.233564812913671,4.174536256978137,20.579114930560213,5.900327655480762,9.063823557906929
