basin,date,P_closed,E_closed,R_closed,S_closed,value,method,combination,component,abnormal
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-11.141559023193947,MCL,1214,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-8.681836395440712,MCL,1214,E,0
4127800,201012.0,36.89413333333332,7.520101466250001,12.10965192,28.65168432400055,-0.3247389778528067,MCL,1214,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-9.967475836928935,MCL,1214,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-5.130220985406595,MCL,1311,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-9.246739835929407,MCL,1311,E,0
4127800,200801.0,37.40459999999999,9.775800736749998,15.60504364,23.06420486234104,-1.9030017771339944,MCL,1311,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-6.726361831172211,MCL,1311,E,0
4127800,201012.0,36.89413333333332,7.520101466250001,12.10965192,28.65168432400055,-1.1659650257741188,MCL,1311,E,0
4127800,201401.0,28.994755244755243,9.548006586,20.04216797,16.724697730400706,-0.5709821385728908,MCL,1311,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-9.28770598774818,MCL,1311,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-1.2284246775340604,MSD,1311,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-0.8915444779719017,CKF,1312,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-3.642569606921732,MCL,1312,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-0.7756662493482605,MCL,1312,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-0.5594500056536225,MCL,1312,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-2.535628752864071,MCL,1313,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-9.53606216250841,MCL,1313,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-7.548650301776562,MCL,1313,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-8.842041450415552,MCL,1313,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-1.562263482007709,MSD,1313,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-2.28583612741102,MSD,1313,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-3.273787710952549,CKF,1314,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-1.3948421223553065,MCL,1314,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-6.075977192206556,MCL,1314,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-3.5735367925398407,MCL,1314,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-6.019042102457849,MCL,1314,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-1.4053732116828868,MSD,1314,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-12.616776446613414,CKF,1411,E,0
4127800,200312.0,41.11633333333335,9.18875335025,18.20825249,27.512639962518065,-5.721810726615285,CKF,1411,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-4.614727287093843,CKF,1411,E,0
4127800,200801.0,37.40459999999999,9.775800736749998,15.60504364,23.06420486234104,-0.6527132411179615,CKF,1411,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-11.06241353625428,CKF,1411,E,0
4127800,201012.0,36.89413333333332,7.520101466250001,12.10965192,28.65168432400055,-2.420699670578483,CKF,1411,E,0
4127800,201303.0,48.74281879194627,25.9100419025,20.02483577,33.52383740648926,-5.902805500031473,CKF,1411,E,0
4127800,201401.0,28.994755244755243,9.548006586,20.04216797,16.724697730400706,-7.542175940278731,CKF,1411,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-2.192047483856109,CKF,1411,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-9.140045447267685,MCL,1411,E,0
4127800,200312.0,41.11633333333335,9.18875335025,18.20825249,27.512639962518065,-4.448536006073804,MCL,1411,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-16.797107303115418,MCL,1411,E,0
4127800,200602.0,28.734265734265733,3.3728109038638774,15.37892048,9.982534350401856,-0.3239267680590274,MCL,1411,E,0
4127800,200701.0,55.20066666666664,9.0919289433475,27.65531591,18.453421813319142,-1.047822401692946,MCL,1411,E,0
4127800,200801.0,37.40459999999999,9.775800736749998,15.60504364,23.06420486234104,-6.995226567048943,MCL,1411,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-13.089919587034249,MCL,1411,E,0
4127800,201002.0,38.0538666666667,4.869948335195872,26.77956477,6.404353561470828,-2.036661477225419,MCL,1411,E,0
4127800,201012.0,36.89413333333332,7.520101466250001,12.10965192,28.65168432400055,-5.8887934309956975,MCL,1411,E,0
4127800,201112.0,64.83340000000003,9.114324601584038,27.71139393,28.00768146841599,-2.1323397803020576,MCL,1411,E,0
4127800,201302.0,47.15651006711408,3.647071407718269,18.07038764,25.43905101939581,-0.7658919429455384,MCL,1411,E,0
4127800,201401.0,28.994755244755243,9.548006586,20.04216797,16.724697730400706,-5.6751891560871135,MCL,1411,E,0
4127800,201412.0,43.91594405594404,8.908858923661345,12.29370741,22.713377722282694,-1.2277636567146533,MCL,1411,E,0
4127800,201501.0,35.755399999999995,2.3911003871442063,13.42857454,19.93572507285579,-2.30560986649229,MCL,1411,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-15.573894077683295,MCL,1411,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-1.6049593918331262,MSD,1411,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-2.524512760236832,MSD,1411,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-2.060553993847177,MSD,1411,E,0
4127800,201012.0,36.89413333333332,7.520101466250001,12.10965192,28.65168432400055,-0.4100561569418413,MSD,1411,E,0
4127800,201401.0,28.994755244755243,9.548006586,20.04216797,16.724697730400706,-0.8063634862404983,MSD,1411,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-3.674336171857699,MSD,1411,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-5.803507012658414,CKF,1412,E,0
4127800,200312.0,41.11633333333335,9.18875335025,18.20825249,27.512639962518065,-4.241265050014672,CKF,1412,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-1.0841166573583534,CKF,1412,E,0
4127800,200801.0,37.40459999999999,9.775800736749998,15.60504364,23.06420486234104,-0.7314035462612338,CKF,1412,E,0
4127800,200901.0,36.02406666666667,2.64331662872208,19.05751597,14.32323406794459,-0.238567518131179,CKF,1412,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-19.38020900670396,CKF,1412,E,0
4127800,201012.0,36.89413333333332,7.520101466250001,12.10965192,28.65168432400055,-1.8479072322369192,CKF,1412,E,0
4127800,201401.0,28.994755244755243,9.548006586,20.04216797,16.724697730400706,-7.132252276207502,CKF,1412,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-10.100227449304942,MCL,1412,E,0
4127800,200312.0,41.11633333333335,9.18875335025,18.20825249,27.512639962518065,-3.866562267731599,MCL,1412,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-9.060955986026244,MCL,1412,E,0
4127800,200801.0,37.40459999999999,9.775800736749998,15.60504364,23.06420486234104,-2.109957277599745,MCL,1412,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-8.094797294144398,MCL,1412,E,0
4127800,201012.0,36.89413333333332,7.520101466250001,12.10965192,28.65168432400055,-4.887237398209617,MCL,1412,E,0
4127800,201302.0,47.15651006711408,3.647071407718269,18.07038764,25.43905101939581,-1.4541082581694376,MCL,1412,E,0
4127800,201401.0,28.994755244755243,9.548006586,20.04216797,16.724697730400706,-5.546592421057727,MCL,1412,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-7.409062583172582,MCL,1412,E,0
4127800,201610.0,52.55020134228185,6.010116477236288,12.14184146,34.39824340504556,-10.35146852140231,MCL,1412,E,0
4127800,201012.0,36.89413333333332,7.520101466250001,12.10965192,28.65168432400055,-0.1597452539081616,MSD,1412,E,0
4127800,201401.0,28.994755244755243,9.548006586,20.04216797,16.724697730400706,-1.0912652765104642,MSD,1412,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-0.746356383518525,MSD,1412,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-7.2010835841000125,CKF,1413,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-3.6937300032227904,CKF,1413,E,0
4127800,200901.0,36.02406666666667,2.64331662872208,19.05751597,14.32323406794459,-1.412408462126404,CKF,1413,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-13.005283464370374,CKF,1413,E,0
4127800,201012.0,36.89413333333332,7.520101466250001,12.10965192,28.65168432400055,-0.725280230256308,CKF,1413,E,0
4127800,201401.0,28.994755244755243,9.548006586,20.04216797,16.724697730400706,-4.18365814442196,CKF,1413,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-1.7659021703260642,CKF,1413,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-6.842201292178518,MCL,1413,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-18.203089124713514,MCL,1413,E,0
4127800,200801.0,37.40459999999999,9.775800736749998,15.60504364,23.06420486234104,-2.534571984292863,MCL,1413,E,0
4127800,200901.0,36.02406666666667,2.64331662872208,19.05751597,14.32323406794459,-1.2829661334511844,MCL,1413,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-15.97687464568137,MCL,1413,E,0
4127800,201012.0,36.89413333333332,7.520101466250001,12.10965192,28.65168432400055,-3.1763552133185224,MCL,1413,E,0
4127800,201112.0,64.83340000000003,9.114324601584038,27.71139393,28.00768146841599,-0.7576869998412538,MCL,1413,E,0
4127800,201401.0,28.994755244755243,9.548006586,20.04216797,16.724697730400706,-3.788088132494888,MCL,1413,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-15.883165264372954,MCL,1413,E,0
4127800,201611.0,39.29799999999998,5.451196768642401,8.752096105,25.09470712635758,-1.95099149239186,MCL,1413,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-0.4443188276424878,MSD,1413,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-3.1569372507443663,MSD,1413,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-4.034708866897528,MSD,1413,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-4.578424549667238,MSD,1413,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-6.992141707070405,CKF,1414,E,0
4127800,200312.0,41.11633333333335,9.18875335025,18.20825249,27.512639962518065,-0.6142054900746139,CKF,1414,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-4.935706421352906,CKF,1414,E,0
4127800,200901.0,36.02406666666667,2.64331662872208,19.05751597,14.32323406794459,-1.156349764832013,CKF,1414,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-21.39940395946806,CKF,1414,E,0
4127800,201012.0,36.89413333333332,7.520101466250001,12.10965192,28.65168432400055,-0.4302689073182186,CKF,1414,E,0
4127800,201401.0,28.994755244755243,9.548006586,20.04216797,16.724697730400706,-8.483903672289628,CKF,1414,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-2.2146832479156977,CKF,1414,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-6.079897041420396,MCL,1414,E,0
4127800,200312.0,41.11633333333335,9.18875335025,18.20825249,27.512639962518065,-0.0136766271321704,MCL,1414,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-14.64313501961043,MCL,1414,E,0
4127800,200801.0,37.40459999999999,9.775800736749998,15.60504364,23.06420486234104,-1.1564214609539745,MCL,1414,E,0
4127800,200901.0,36.02406666666667,2.64331662872208,19.05751597,14.32323406794459,-0.1741139708684671,MCL,1414,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-11.794763231595924,MCL,1414,E,0
4127800,201012.0,36.89413333333332,7.520101466250001,12.10965192,28.65168432400055,-2.6782501581375384,MCL,1414,E,0
4127800,201401.0,28.994755244755243,9.548006586,20.04216797,16.724697730400706,-4.949084750779895,MCL,1414,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-12.43923165145693,MCL,1414,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-0.0864808165203137,MSD,1414,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-1.7970697945179674,MSD,1414,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-2.443998814923688,MSD,1414,E,0
4127800,201401.0,28.994755244755243,9.548006586,20.04216797,16.724697730400706,-0.955570222926534,MSD,1414,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-3.809546868734523,MSD,1414,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-0.9076860357587178,MCL,2111,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-4.451670869623028,MCL,2111,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-2.427175696212844,MCL,2111,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-3.731576613557518,MCL,2111,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-8.894198436535483,CKF,2112,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-4.859970533090442,MCL,2113,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-3.1670564505797394,MCL,2113,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-3.3146760688172616,MCL,2113,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-13.82961700276603,CKF,2114,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-2.670317286129869,MCL,2114,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-0.6495098031152837,MCL,2114,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-1.2690149602775431,MCL,2114,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-5.322747443212689,CKF,2211,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-11.291158691092498,CKF,2211,E,0
4127800,201401.0,28.994755244755243,9.548006586,20.04216797,16.724697730400706,-5.850838831687113,CKF,2211,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-7.133919094891369,MCL,2211,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-13.97441304783648,MCL,2211,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-11.77488614284364,MCL,2211,E,0
4127800,201401.0,28.994755244755243,9.548006586,20.04216797,16.724697730400706,-2.6333960474063502,MCL,2211,E,0
4127800,201501.0,35.755399999999995,2.3911003871442063,13.42857454,19.93572507285579,-0.3592423925614554,MCL,2211,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-13.885768839200823,MCL,2211,E,0
4127800,200801.0,37.40459999999999,9.775800736749998,15.60504364,23.06420486234104,-1.640369901743437,CKF,2212,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-20.911189861866355,CKF,2212,E,0
4127800,201401.0,28.994755244755243,9.548006586,20.04216797,16.724697730400706,-3.2041073652663776,CKF,2212,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-8.160600285159402,MCL,2212,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-5.182601249215219,MCL,2212,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-5.736951936061367,MCL,2212,E,0
4127800,201401.0,28.994755244755243,9.548006586,20.04216797,16.724697730400706,-1.1876501490423337,MCL,2212,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-4.223361190360254,MCL,2212,E,0
4127800,201610.0,52.55020134228185,6.010116477236288,12.14184146,34.39824340504556,-7.18790806053434,MCL,2212,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-13.930683179158509,CKF,2213,E,0
4127800,201401.0,28.994755244755243,9.548006586,20.04216797,16.724697730400706,-0.0134408599274706,CKF,2213,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-4.685846290229047,MCL,2213,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-16.162150703725175,MCL,2213,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-14.913029496603931,MCL,2213,E,0
4127800,201401.0,28.994755244755243,9.548006586,20.04216797,16.724697730400706,-0.1849902619712864,MCL,2213,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-14.758517268533828,MCL,2213,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-5.581833097744905,CKF,2214,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-23.784282729597805,CKF,2214,E,0
4127800,201401.0,28.994755244755243,9.548006586,20.04216797,16.724697730400706,-7.182264320719714,CKF,2214,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-4.016623494219145,MCL,2214,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-12.513574533263728,MCL,2214,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-11.15393753384133,MCL,2214,E,0
4127800,201401.0,28.994755244755243,9.548006586,20.04216797,16.724697730400706,-1.548422230905402,MCL,2214,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-11.39231829152848,MCL,2214,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-4.757260748193284,MCL,2311,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-9.946848891782652,MCL,2311,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-8.331710479201984,MCL,2311,E,0
4127800,201401.0,28.994755244755243,9.548006586,20.04216797,16.724697730400706,-1.7039064600837115,MCL,2311,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-11.497579786029888,MCL,2311,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-7.00337485175008,CKF,2312,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-4.461412888517098,MCL,2312,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-1.7323307455235355,MCL,2312,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-0.773801914335575,MCL,2312,E,0
4127800,201401.0,28.994755244755243,9.548006586,20.04216797,16.724697730400706,-0.2379387207116483,MCL,2312,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-1.8490986030983707,MCL,2312,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-2.5287691552094382,MCL,2313,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-11.230428337381271,MCL,2313,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-10.318049968088111,MCL,2313,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-11.702656331217502,MCL,2313,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-0.0704126706288317,MSD,2313,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-0.764410631884866,MSD,2313,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-12.615995773635664,CKF,2314,E,0
4127800,200301.0,17.38108843537413,8.724970571750001,16.81691718,19.20804740549784,-1.8540194206381533,MCL,2314,E,0
4127800,200412.0,45.21866666666665,9.65513800025,32.39098658,31.86823850041798,-8.03630881573502,MCL,2314,E,0
4127800,200911.0,26.81999999999999,15.980577876250004,25.92862089,26.4096553452898,-5.83656438461988,MCL,2314,E,0
4127800,201401.0,28.994755244755243,9.548006586,20.04216797,16.724697730400706,-0.6789192983604515,MCL,2314,E,0
4127800,201601.0,35.03826666666666,9.571265772,40.65713443,9.700373894688958,-8.004688720360596,MCL,2314,E,0
